1.00E-02,2.25E+01
1.25E-02,1.89E+01
1.50E-02,1.64E+01
1.75E-02,1.45E+01
2.00E-02,1.31E+01
2.50E-02,1.10E+01
3.00E-02,9.61E+00
3.50E-02,8.55E+00
4.00E-02,7.74E+00
4.50E-02,7.09E+00
5.00E-02,6.57E+00
5.50E-02,6.13E+00
6.00E-02,5.77E+00
7.00E-02,5.18E+00
8.00E-02,4.73E+00
9.00E-02,4.38E+00
1.00E-01,4.09E+00
1.25E-01,3.57E+00
1.50E-01,3.22E+00
1.75E-01,2.97E+00
2.00E-01,2.78E+00
2.50E-01,2.52E+00
3.00E-01,2.34E+00
3.50E-01,2.23E+00
4.00E-01,2.14E+00
4.50E-01,2.08E+00
5.00E-01,2.02E+00
5.50E-01,1.98E+00
6.00E-01,1.95E+00
7.00E-01,1.91E+00
8.00E-01,1.88E+00
9.00E-01,1.85E+00
1.00E+00,1.84E+00
1.25E+00,1.82E+00
1.50E+00,1.82E+00
1.75E+00,1.82E+00
2.00E+00,1.83E+00
2.50E+00,1.84E+00
3.00E+00,1.86E+00
3.50E+00,1.88E+00
4.00E+00,1.90E+00
4.50E+00,1.92E+00
5.00E+00,1.94E+00
5.50E+00,1.96E+00
6.00E+00,1.98E+00
7.00E+00,2.02E+00
8.00E+00,2.05E+00
9.00E+00,2.09E+00
1.00E+01,2.12E+00
1.25E+01,2.20E+00
1.50E+01,2.27E+00
1.75E+01,2.34E+00
2.00E+01,2.41E+00
2.50E+01,2.55E+00
3.00E+01,2.68E+00
3.50E+01,2.81E+00
4.00E+01,2.95E+00
4.50E+01,3.08E+00
5.00E+01,3.21E+00
5.50E+01,3.34E+00
6.00E+01,3.47E+00
7.00E+01,3.72E+00
8.00E+01,3.98E+00
9.00E+01,4.24E+00
1.00E+02,4.50E+00
1.25E+02,5.15E+00
1.50E+02,5.79E+00
1.75E+02,6.44E+00
2.00E+02,7.09E+00
2.50E+02,8.39E+00
3.00E+02,9.69E+00
3.50E+02,1.10E+01
4.00E+02,1.23E+01
4.50E+02,1.36E+01
5.00E+02,1.49E+01
5.50E+02,1.62E+01
6.00E+02,1.75E+01
7.00E+02,2.02E+01
8.00E+02,2.28E+01
9.00E+02,2.54E+01
1.00E+03,2.80E+01
